"iSess","iCond","iTrial","iCh","iFr","AF","xF1","xF2","Harm","FK_Cond","iBin","SweepVal","Sr","Si","N1r","N1i","N2r","N2i","Signal","Phase","Noise","StdErr","PVal","SNR","LSB","RSB","UserSc","Thresh","ThrBin","Slope","ThrInRange","MaxSNR"
"1051",1,0,"hc001-Avg",1,1.2,1,0,"1F1",1,0,NA,1.296028,0.549207,0.406858,1.56557,0.406858,1.56557,1.407593,22.965388,1.617573,0.716952,0.225706,0.700874,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1,0,"hc001-Avg",2,2.4,2,0,"2F1",1,0,NA,0.406858,1.56557,1.296028,0.549207,-0.36394,1.107213,1.617573,75.432324,1.286543,0.816995,0.221266,0.749949,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1,0,"hc001-Avg",3,3.6,3,0,"3F1",1,0,NA,-0.36394,1.107213,0.406858,1.56557,-0.238293,0.548577,1.165493,108.195634,1.107835,0.792841,0.397402,0.731485,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1,0,"hc001-Avg",4,4.8,4,0,"4F1",1,0,NA,-0.238293,0.548577,-0.36394,1.107213,0.033365,0.303497,0.598097,113.479361,0.735409,0.417654,0.41395,0.425316,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1,0,"hc001-Avg",5,6,5,0,"5F1",1,0,NA,0.033365,0.303497,-0.238293,0.548577,-0.093795,-0.032598,0.305326,83.726322,0.348698,0.447208,0.798951,0.290753,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1,0,"hc001-Avg",6,7.2,6,0,"6F1",1,0,NA,-0.093795,-0.032598,0.033365,0.303497,0.04198,0.168026,0.099298,-160.835388,0.239258,0.220281,0.904911,0.141898,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1,0,"hc001-Avg",7,8.4,7,0,"7F1",1,0,NA,0.04198,0.168026,-0.093795,-0.032598,-0.293775,-0.11379,0.173191,75.972232,0.207171,0.202911,0.70908,0.257825,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1,0,"hc001-Avg",8,9.6,8,0,"8F1",1,0,NA,-0.293775,-0.11379,0.04198,0.168026,0.199506,-0.023601,0.315043,-158.826775,0.187044,0.139759,0.158735,0.662866,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1,0,"hc001-Avg",9,10.8,9,0,"9F1",1,0,NA,0.199506,-0.023601,-0.293775,-0.11379,0.178651,0.024542,0.200897,-6.746489,0.247686,0.176703,0.556944,0.613581,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1,0,"hc001-Avg",10,24,0,1,"1F2",1,0,NA,-0.066766,0.02646,0.004474,-0.014207,0.041299,0.086453,0.071819,158.380924,0.055353,0.058884,0.514549,0.345244,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1,0,"hc001-Avg",11,25.2,1,1,"1F1+1F2",1,0,NA,0.041299,0.086453,-0.066766,0.02646,-0.079593,0.094698,0.095811,64.465803,0.097761,0.069023,0.433667,0.541585,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1,0,"hc001-Avg",12,22.8,1,-1,"1F1-1F2",1,0,NA,0.004474,-0.014207,-0.071568,0.099662,-0.066766,0.02646,0.014895,-72.519588,0.097258,0.096389,0.988155,0.072294,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1,0,"hc002-Avg",1,1.2,1,0,"1F1",1,0,NA,0.177191,-0.690478,0.347205,1.043541,0.347205,1.043541,0.712851,-75.607317,1.099786,1.029446,0.794015,0.3333,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1,0,"hc002-Avg",2,2.4,2,0,"2F1",1,0,NA,0.347205,1.043541,0.177191,-0.690478,0.093306,0.67489,1.099786,71.596755,0.69708,1.257974,0.697882,0.363737,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1,0,"hc002-Avg",3,3.6,3,0,"3F1",1,0,NA,0.093306,0.67489,0.347205,1.043541,-0.476921,0.395788,0.681309,82.128514,0.859773,0.74879,0.678572,0.378689,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1,0,"hc002-Avg",4,4.8,4,0,"4F1",1,0,NA,-0.476921,0.395788,0.093306,0.67489,0.144547,0.419892,0.619759,140.31134,0.562692,0.691808,0.686179,0.353626,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1,0,"hc002-Avg",5,6,5,0,"5F1",1,0,NA,0.144547,0.419892,-0.476921,0.395788,-0.407697,-0.135229,0.444075,71.004019,0.524649,0.673348,0.810624,0.346941,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1,0,"hc002-Avg",6,7.2,6,0,"6F1",1,0,NA,-0.407697,-0.135229,0.144547,0.419892,0.174608,-0.103861,0.429539,-161.649885,0.323619,0.280332,0.371312,0.468601,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1,0,"hc002-Avg",7,8.4,7,0,"7F1",1,0,NA,0.174608,-0.103861,-0.407697,-0.135229,-0.404093,-0.390407,0.203163,-30.745045,0.495709,0.221367,0.674295,0.234448,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1,0,"hc002-Avg",8,9.6,8,0,"8F1",1,0,NA,-0.404093,-0.390407,0.174608,-0.103861,0.525076,-0.084134,0.561879,-135.986885,0.367468,0.22762,0.122124,0.815544,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1,0,"hc002-Avg",9,10.8,9,0,"9F1",1,0,NA,0.525076,-0.084134,-0.404093,-0.390407,0.317032,-0.138857,0.531774,-9.103258,0.453993,0.240391,0.167092,0.905917,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1,0,"hc002-Avg",10,24,0,1,"1F2",1,0,NA,-0.464652,0.000183,0.064862,-0.126452,-0.071523,0.389413,0.464652,179.977465,0.269022,0.242603,0.239003,0.751224,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1,0,"hc002-Avg",11,25.2,1,1,"1F1+1F2",1,0,NA,-0.071523,0.389413,-0.464652,0.000183,-0.022205,0.181698,0.395926,100.40739,0.323851,0.20246,0.2278,0.726053,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1,0,"hc002-Avg",12,22.8,1,-1,"1F1-1F2",1,0,NA,0.064862,-0.126452,-0.375971,0.10109,-0.464652,0.000183,0.142117,-62.844989,0.426988,0.289378,0.888488,0.197919,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1,0,"hc003-Avg",1,1.2,1,0,"1F1",1,0,NA,-0.359693,5.344968,0.065854,1.747788,0.065854,1.747788,5.357057,93.849951,1.749028,3.287182,0.333061,1.825602,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1,0,"hc003-Avg",2,2.4,2,0,"2F1",1,0,NA,0.065854,1.747788,-0.359693,5.344968,-0.733908,1.724052,1.749028,87.842207,3.615408,0.837207,0.194007,0.366094,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1,0,"hc003-Avg",3,3.6,3,0,"3F1",1,0,NA,-0.733908,1.724052,0.065854,1.747788,-1.303388,1.080896,1.87376,113.058863,1.721148,0.716114,0.101884,0.745709,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1,0,"hc003-Avg",4,4.8,4,0,"4F1",1,0,NA,-1.303388,1.080896,-0.733908,1.724052,0.1668,0.702989,1.693268,140.33117,1.298133,0.63336,0.095045,0.816011,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1,0,"hc003-Avg",5,6,5,0,"5F1",1,0,NA,0.1668,0.702989,-1.303388,1.080896,-0.508871,0.514472,0.722507,76.65211,1.208446,0.403149,0.276323,0.375865,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1,0,"hc003-Avg",6,7.2,6,0,"6F1",1,0,NA,-0.508871,0.514472,0.1668,0.702989,0.202449,0.415519,0.723624,134.686435,0.59236,0.390902,0.257846,0.692556,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1,0,"hc003-Avg",7,8.4,7,0,"7F1",1,0,NA,0.202449,0.415519,-0.508871,0.514472,-0.298996,-0.048389,0.462214,64.02374,0.513255,0.27563,0.315655,0.371748,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1,0,"hc003-Avg",8,9.6,8,0,"8F1",1,0,NA,-0.298996,-0.048389,0.202449,0.415519,0.331312,0.079058,0.302886,-170.807066,0.401414,0.224892,0.452742,0.363652,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1,0,"hc003-Avg",9,10.8,9,0,"9F1",1,0,NA,0.331312,0.079058,-0.298996,-0.048389,0.272073,0.134098,0.340614,13.421062,0.303105,0.205382,0.32238,0.497253,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1,0,"hc003-Avg",10,24,0,1,"1F2",1,0,NA,-0.230833,0.236505,-0.274266,0.024036,0.216178,0.203926,0.330482,134.304575,0.286251,0.336548,0.639478,0.554503,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1,0,"hc003-Avg",11,25.2,1,1,"1F1+1F2",1,0,NA,0.216178,0.203926,-0.230833,0.236505,-0.19438,0.441986,0.297185,43.329607,0.406661,0.247176,0.523311,0.388092,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1,0,"hc003-Avg",12,22.8,1,-1,"1F1-1F2",1,0,NA,-0.274266,0.024036,-0.188539,0.346823,-0.230833,0.236505,0.275318,174.991639,0.36262,0.142819,0.235488,0.42714,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1,0,"hc004-Avg",1,1.2,1,0,"1F1",1,0,NA,0.457042,0.650548,1.11783,-0.379485,1.11783,-0.379485,0.795047,54.910051,1.180489,1.146802,0.793601,0.318758,NA,NA,NA,NA,NA,NA,NA,NA
"1051",1,0,"hc004-Avg",2,2.4,2,0,"2F1",1,0,NA,1.11783,-0.379485,0.457042,0.650548,0.39085,-0.179033,1.180489,-18.751531,0.612475,0.815554,0.407171,0.520084,NA,NA,NA,NA,NA,NA,NA,NA
