iSess	iCond	iTrial	iCh	iFr	AF	xF1	xF2	Harm	FK_Cond	iBin	SweepVal	Sr	Si	N1r	N1i	N2r	N2i	Signal	Phase	Noise	StdErr	PVal	SNR	LSB	RSB	UserSc	Thresh	ThrBin	Slope	ThrInRange	MaxSNR
20150716_133736	1	0	hc001-Avg	1	1.200000	1	0	1F1	1	0		-1.663218	-0.310860	0.912151	-0.922793	0.912151	-0.922793	1.692019	-169.413403	1.297524	1.260812	0.443896	0.704441								
20150716_133736	1	0	hc001-Avg	2	2.400000	2	0	2F1	1	0		0.912151	-0.922793	-1.663218	-0.310860	-0.265196	-0.198169	1.297524	-45.332282	1.011539	0.695368	0.235681	0.677358								
20150716_133736	1	0	hc001-Avg	3	3.600000	3	0	3F1	1	0		-0.265196	-0.198169	0.912151	-0.922793	0.111227	-0.452356	0.331059	-143.230955	0.881677	0.650360	0.880288	0.199958								
20150716_133736	1	0	hc001-Avg	4	4.800000	4	0	4F1	1	0		0.111227	-0.452356	-0.265196	-0.198169	-0.163688	-0.241247	0.465829	-76.185885	0.311298	0.465568	0.623983	0.646343								
20150716_133736	1	0	hc001-Avg	5	6.000000	5	0	5F1	1	0		-0.163688	-0.241247	0.111227	-0.452356	0.197727	0.240504	0.291538	-124.157187	0.388589	0.277830	0.597011	0.384168								
20150716_133736	1	0	hc001-Avg	6	7.200000	6	0	6F1	1	0		0.197727	0.240504	-0.163688	-0.241247	0.198766	0.222014	0.311349	50.575052	0.294764	0.143263	0.156312	0.574545								
20150716_133736	1	0	hc001-Avg	7	8.400000	7	0	7F1	1	0		0.198766	0.222014	0.197727	0.240504	0.054357	-0.109072	0.297990	48.162411	0.216607	0.186904	0.331648	0.623119								
20150716_133736	1	0	hc001-Avg	8	9.600000	8	0	8F1	1	0		0.054357	-0.109072	0.198766	0.222014	0.023229	-0.472458	0.121866	-63.510044	0.385510	0.164652	0.767256	0.248210								
20150716_133736	1	0	hc001-Avg	9	10.800000	9	0	9F1	1	0		0.023229	-0.472458	0.054357	-0.109072	-0.047292	-0.159789	0.473029	-87.185248	0.144253	0.096209	0.003823	1.613407								
20150716_133736	1	0	hc001-Avg	10	24.000000	0	1	1F2	1	0		-0.096063	-0.066214	0.125156	-0.228072	0.035102	-0.082255	0.116672	-145.422409	0.174793	0.053059	0.150921	0.416164								
20150716_133736	1	0	hc001-Avg	11	25.200000	1	1	1F1+1F2	1	0		0.035102	-0.082255	-0.096063	-0.066214	0.053348	-0.088595	0.089431	-66.889585	0.110045	0.080161	0.560783	0.484767								
20150716_133736	1	0	hc001-Avg	12	22.800000	1	-1	1F1-1F2	1	0		0.125156	-0.228072	-0.056191	-0.123171	-0.096063	-0.066214	0.260155	-61.243946	0.126027	0.048338	0.002193	1.254573								
20150716_133736	1	0	hc002-Avg	1	1.200000	1	0	1F1	1	0		-0.949482	-0.706841	0.721817	-0.370893	0.721817	-0.370893	1.183698	-143.334179	0.811530	1.183961	0.624418	0.745731								
20150716_133736	1	0	hc002-Avg	2	2.400000	2	0	2F1	1	0		0.721817	-0.370893	-0.949482	-0.706841	-0.637369	0.232738	0.811530	-27.195576	0.931115	0.545844	0.376867	0.416532								
20150716_133736	1	0	hc002-Avg	3	3.600000	3	0	3F1	1	0		-0.637369	0.232738	0.721817	-0.370893	0.214836	-0.109112	0.678533	159.940094	0.526243	0.351444	0.216532	0.579528								
20150716_133736	1	0	hc002-Avg	4	4.800000	4	0	4F1	1	0		0.214836	-0.109112	-0.637369	0.232738	-0.132470	-0.050596	0.240956	-26.925270	0.410168	0.332327	0.775243	0.280951								
20150716_133736	1	0	hc002-Avg	5	6.000000	5	0	5F1	1	0		-0.132470	-0.050596	0.214836	-0.109112	0.302572	0.415416	0.141804	-159.095970	0.377441	0.267985	0.871444	0.192592								
20150716_133736	1	0	hc002-Avg	6	7.200000	6	0	6F1	1	0		0.302572	0.415416	-0.132470	-0.050596	0.261625	0.421776	0.513927	53.931959	0.319066	0.151911	0.028649	0.796995								
20150716_133736	1	0	hc002-Avg	7	8.400000	7	0	7F1	1	0		0.261625	0.421776	0.302572	0.415416	0.080198	-0.043598	0.496329	58.188918	0.302604	0.190483	0.085618	0.955682								
20150716_133736	1	0	hc002-Avg	8	9.600000	8	0	8F1	1	0		0.080198	-0.043598	0.261625	0.421776	0.078002	-0.226324	0.091282	-28.529566	0.367859	0.109026	0.714634	0.178986								
20150716_133736	1	0	hc002-Avg	9	10.800000	9	0	9F1	1	0		0.078002	-0.226324	0.080198	-0.043598	-0.103400	-0.114638	0.239389	-70.983542	0.122832	0.126154	0.226151	0.750160								
20150716_133736	1	0	hc002-Avg	10	24.000000	0	1	1F2	1	0		-0.072328	-0.143417	0.163748	-0.332188	0.105517	0.000763	0.160623	-116.762744	0.237937	0.095840	0.300089	0.429604								
20150716_133736	1	0	hc002-Avg	11	25.200000	1	1	1F1+1F2	1	0		0.105517	0.000763	-0.072328	-0.143417	0.128518	-0.039941	0.105520	0.414470	0.147603	0.123383	0.704729	0.398514								
20150716_133736	1	0	hc002-Avg	12	22.800000	1	-1	1F1-1F2	1	0		0.163748	-0.332188	-0.088586	-0.052791	-0.072328	-0.143417	0.370354	-63.759529	0.131873	0.084218	0.007332	1.256867								
20150716_133736	1	0	hc003-Avg	1	1.200000	1	0	1F1	1	0		-0.574970	-1.171492	0.517541	-0.313535	0.517541	-0.313535	1.304985	-116.141860	0.605105	0.737812	0.267075	1.066046								
20150716_133736	1	0	hc003-Avg	2	2.400000	2	0	2F1	1	0		0.517541	-0.313535	-0.574970	-1.171492	-0.620467	0.502674	0.605105	-31.208197	1.051760	0.442416	0.431491	0.382222								
20150716_133736	1	0	hc003-Avg	3	3.600000	3	0	3F1	1	0		-0.620467	0.502674	0.517541	-0.313535	0.153389	0.003925	0.798536	140.987161	0.379272	0.231608	0.026186	0.825353								
20150716_133736	1	0	hc003-Avg	4	4.800000	4	0	4F1	1	0		0.153389	0.003925	-0.620467	0.502674	-0.169220	0.135421	0.153439	1.465634	0.507636	0.265804	0.849387	0.170512								
20150716_133736	1	0	hc003-Avg	5	6.000000	5	0	5F1	1	0		-0.169220	0.135421	0.153389	0.003925	0.290527	0.432457	0.216735	141.330887	0.337212	0.291529	0.765502	0.302483								
20150716_133736	1	0	hc003-Avg	6	7.200000	6	0	6F1	1	0		0.290527	0.432457	-0.169220	0.135421	0.265710	0.442768	0.520984	56.106599	0.366556	0.166056	0.040408	0.813915								
