iSess	iCond	iTrial	iCh	iFr	AF	xF1	xF2	Harm	FK_Cond	iBin	SweepVal	Sr	Si	N1r	N1i	N2r	N2i	Signal	Phase	Noise	StdErr	PVal	SNR	LSB	RSB	UserSc	Thresh	ThrBin	Slope	ThrInRange	MaxSNR
20161117_102424	1	0	hc001-Avg	1	1.200000	1	0	1F1	1	0		0.464670	1.048036	-0.463891	0.897702	-0.463891	0.897702	1.146429	66.088827	1.010476	1.193293	0.650986	0.516652								
20161117_102424	1	0	hc001-Avg	2	2.400000	2	0	2F1	1	0		-0.463891	0.897702	0.464670	1.048036	0.925011	0.432204	1.010476	117.327835	1.083716	0.791256	0.486108	0.420202								
20161117_102424	1	0	hc001-Avg	3	3.600000	3	0	3F1	1	0		0.925011	0.432204	-0.463891	0.897702	0.563803	-0.217306	1.021003	25.043964	0.807354	1.179799	0.702668	0.605497								
20161117_102424	1	0	hc001-Avg	4	4.800000	4	0	4F1	1	0		0.563803	-0.217306	0.925011	0.432204	-0.205584	-0.509914	0.604231	-21.078129	0.785400	0.545956	0.572747	0.443754								
20161117_102424	1	0	hc001-Avg	5	6.000000	5	0	5F1	1	0		-0.205584	-0.509914	0.563803	-0.217306	0.199811	-0.073975	0.549797	-111.958045	0.408648	0.378227	0.404491	0.564356								
20161117_102424	1	0	hc001-Avg	6	7.200000	6	0	6F1	1	0		0.199811	-0.073975	-0.205584	-0.509914	0.253797	0.078859	0.213065	-20.315680	0.407782	0.386513	0.862245	0.291970								
20161117_102424	1	0	hc001-Avg	7	8.400000	7	0	7F1	1	0		0.253797	0.078859	0.199811	-0.073975	0.161164	-0.277493	0.265766	17.260905	0.266982	0.281847	0.660629	0.381009								
20161117_102424	1	0	hc001-Avg	8	9.600000	8	0	8F1	1	0		0.161164	-0.277493	0.253797	0.078859	0.009272	0.337912	0.320899	-59.852627	0.301903	0.299854	0.592097	0.563896								
20161117_102424	1	0	hc001-Avg	9	10.800000	9	0	9F1	1	0		0.009272	0.337912	0.161164	-0.277493	0.003564	-0.111060	0.338039	88.428216	0.216009	0.195869	0.298426	0.652290								
20161117_102424	1	0	hc001-Avg	10	24.000000	0	1	1F2	1	0		-0.026147	0.124235	0.026839	-0.028365	0.092410	0.048040	0.126957	101.885013	0.071600	0.077437	0.329385	0.845631								
20161117_102424	1	0	hc001-Avg	11	25.200000	1	1	1F1+1F2	1	0		0.092410	0.048040	-0.026147	0.124235	-0.060948	0.025568	0.104151	27.468163	0.096525	0.110536	0.661014	0.591905								
20161117_102424	1	0	hc001-Avg	12	22.800000	1	-1	1F1-1F2	1	0		0.026839	-0.028365	0.117256	0.085966	-0.026147	0.124235	0.039050	-46.583120	0.136175	0.096177	0.921904	0.175581								
20161117_102424	1	0	hc002-Avg	1	1.200000	1	0	1F1	1	0		2.814146	-2.782445	-0.554442	-0.557067	-0.554442	-0.557067	3.957451	-44.675462	0.785958	2.003692	0.222549	1.454161								
